num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__STAN_MISSING|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__KOD_OBSZARU_MISSING|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__PLAN_MIEDZY_MISSING|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|cat__POCZTA_G_MISSING|REZYGN
|||||||||67.0|-150.5||225.0|||1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1
31.0|||54.0|851.0||97.0|-523.5|255.0|131.0|||-75.0|1.59|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
121.0|||63.0|40.31|||||8500.0|8.85|10.1||136.5|4.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
5550.0|0.0||||4577.5|2700.0||||7.15|7.9|-75.0|2.13||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1
157.0|0.0|5612.5||-954.25|-5017.5|4950.0||116.6|118.0|262.5|287.5|50.0|77.75||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
44.0|0.0|288.1||48.98||92.0||192.4|90.0|8.66||4.0|2.75||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1
61.0|0.0|78.2|103.0||195.9|7450.0|||100.0|121.5|10.1||2.73|2.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0
65.0|0.0|148.7|||-6475.0|-2350.0|1101.0|7475.0|||12.7|||2.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|625.0|||33.08|119.9|||175.5|75.0|7.9||2.0|||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|||7700.0|27.12|303.8|2300.0|1291.0||120.0|10.21||-100.0|||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
58.0|20.0|9725.0|110.0|-826.75||89.0||236.6|92.0||||2.57||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|||2400.0|29.6|251.1|94.0||257.6||11.59||-125.0|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1
-3125.0|0.0|||22.41||100.0|11.62|308.2|119.0||385.0|6.0||2.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|0.0||103.0|-682.5|237.0|2725.0|20.15|12255.0|88.0|11.03|10.7|1.0|2.89||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
53.0|450.0|146.8|-2675.0|||84.0|26.35|||8.04|7.2|-175.0|1.94|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
|||2200.0||264.2|-2900.0|22.46||||-227.5|5.0|61.5|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
99.0|0.0|145.6||618.75|2457.5||418.0|230.8|83.0|||250.0|2.94|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
|-725.0||104.0||257.4||-547.0|||10.42|||108.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
97.0||211.0|||189.0||16.07|||277.0|470.0|4.0|1.27|3.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|37.0|121.5||-516.5||110.0||248.7|97.0||||3.05|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
85.0|0.0|-5400.0|1825.0||188.2|5850.0|400.0|147.1|98.0||3.6||24.25|2.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|0.0|293.0|88.0|49.81||101.0||143.9||162.0|10.0|-150.0|2.7|2.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
||221.1|||264.9|4950.0|-563.0||||||4.16||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1
51.0||||30.86|||16.74||119.0|8.42||2.0|-69.5|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|||||177.3|116.0|1507.0|||||150.0|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
44.0||6230.0||10.59|275.0||23.38|138.7|||540.0|-75.0|2.92|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
64.0||228.6|||248.5||||124.0|7.52|-225.0|50.0|2.43||0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
44.0|||6050.0|1939.0|13825.0|79.0|23.5||||247.5||||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1
114.0|36.0|7747.499999999999|4500.0||200.3|2225.0||183.5|105.0|413.0|||-95.75|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
92.0|-0.0|-5047.5|7400.0|34.32||119.0|||80.0|||6.0|92.5|3.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
|||2800.0|1273.5||9300.0|15.3||119.0||||||0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
90.0||183.8|1900.0|31.25||95.0|||124.0|||3.0|208.0||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
3600.0|21.0|-4667.5|108.0|31.74|335.0|86.0||187.2|119.0|8.42|||4.46||0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
||||35.6||113.0|29.52|246.0|5800.0||7.4||2.0||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
171.0||223.2|77.0|||118.0|15.57||90.0|6.79||3.0|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
|0.0|||27.91|155.4|||168.9||7.6||8.0|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
165.0|||7500.0|||9300.0|16.41|15580.000000000002||14.02||2.0|2.78|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
5200.0|0.0||128.0|39.81|-7327.500000000001|92.0|24.91|9195.0|-1975.0||9.8||2.65|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1
110.0|0.0|||9.4|164.7|-3100.0||200.7|108.0|9.03|||137.5||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
||221.8|4850.0|37.71|203.8|134.0|||7700.0|||||1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
-2850.0|||4250.0|28.83|58.9|86.0|5.01||124.0|8.07|||100.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
|0.0|2242.5|118.0||260.1||22.11||93.0|7.65||275.0||5.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1
117.0|-350.0||4050.0|340.75||103.0|18.62|||276.0||200.0|2.32|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
109.0|||105.0|37.21|299.9||1274.5||5500.0|||||2.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
82.0|0.0|125.7||2137.0|||||103.0|8.24|-322.5|2.0|87.0||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-2300.0|0.0|||||125.0|7.94|||9.32|-240.0|100.0||2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
|-725.0|207.2|||12705.0|137.0||-4232.5|||||||1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
90.0||205.7|||-4047.5|2075.0|-344.0|13485.0|||||84.5||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
87.0|28.0||95.0||152.4||12.95||||0.0||0.0||1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
||157.5|70.0|26.78|-3267.4999999999995|||||435.0|9.6|200.0||3.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
1950.0|0.0||3400.0|27.27|||8.72|235.3|106.0||-227.5||61.5|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|0.0||4000.0|27.03|167.9||1427.0|167.6|101.0|7.54||||1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-1875.0|46.0|214.1|62.0|36.4|200.9|5550.0|17.08|6170.0||555.5|||2.48|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
102.0|0.0|10260.0|8900.0|||77.0|20.91||140.0|-191.75|455.0|4.0|2.46||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|0.0|||-678.75||||121.6|105.0|547.0||150.0|3.75||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1
||202.8||-861.9999999999999||||||6.48|4.6||1.24||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
||57.5|95.0||||564.25|244.3|6400.0||580.0|||3.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
||4247.5||28.88|5630.0|118.0||4242.5|||||3.08||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|0.0||||212.5|5450.0|18.06|265.0|||12.7|8.0|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1
||139.5|2975.0|23.72|289.3|105.0||6470.0||5.82|-327.5|8.0|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
63.0|2900.0|142.3|107.0|24.19|5935.0|56.0||-6002.5|91.0||6.6||||1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
28.0||4695.0|||248.6|8600.0|21.13|10440.0|124.0||||2.86|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
111.0|0.0|146.2|1375.0|24.85||83.0||||-183.5|869.9999999999999||2.35||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
91.0|0.0|11590.0|||150.6|5300.0|12.8|269.2||12.11|||78.25||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-2250.0|||83.0||154.2|79.0|1311.0||||12.7|75.0|||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
3775.0|0.0|||26.59||118.0|19.84|4892.5|7050.0|220.25|7.7|6.0|2.08|4.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|29.0|220.7||37.52|5442.5|110.0||9525.0|100.0|428.5||6.0||1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1
|37.0|5995.0||40.77|-5547.5||471.5|189.1||212.75|||1.97|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|||111.0||200.2|64.0|||96.0|262.25||125.0|2.16||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
166.0|875.0|12819.999999999998|||13725.0||23.33||||8.8||2.38||1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0
|||119.0||290.9|121.0||9740.0|||14.0||-94.5||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
3825.0||9770.0||830.5|154.6|||142.8|97.0|6.43|11.6||156.5||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
110.0||293.3|||-4712.5|9000.0|400.5|||12.01||4.0||0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1
||191.3|89.0||193.9|2175.0||-6709.999999999999|-3025.0|12.08|12.8||3.46||1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
126.0|-0.0||8800.0||7190.000000000001|-2775.0|12.22|-3925.0||7.07|11.5|75.0||1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|33.0|||1781.5000000000002||140.0|12.49|12100.0||5.44||3.0|2.86|2.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
|0.0|10785.0|||146.3|||264.6|||||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
|0.0|-4035.0||2744.0|||-468.75||7800.0||127.5|2.0||0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
||3605.0||24.51|226.7||19.27|3615.0|72.0|6.51||4.0||3.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|1850.0|||37.43|185.3|99.0|15.75||82.0||4.1|2.0|||1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1
87.0|0.0|256.2|||||||2000.0|11.22|740.0||||0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|0.0|112.7|2975.0|958.0|217.7|109.0||3802.5|7600.0||650.0|250.0||1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
1900.0|0.0||125.0|||9200.0||||474.0|342.5||3.7||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1
|0.0||||||||4650.0||-347.5|4.0|-93.75||1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
|0.0||5600.0||230.0|69.0|19.55|||-217.75000000000003|9.5|||0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
||82.5||-350.75|289.9|||||202.5|-120.0|4.0|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|34.0|-3660.0|5200.0||4485.0|5150.0|||91.0||15.6|200.0|105.25|2.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
||8895.0|||224.6||954.5|||13.78||6.0|||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
||3837.5|84.0|26.1||73.0|16.49|||577.0|510.0|||5.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
121.0||3767.5||25.62|197.3|3325.0|1677.0|4225.0|116.0|7.61||||1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
6400.0||||30.62|127.5|92.0|1084.0|11870.0|118.0|10.68||-75.0|2.03|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
13.0|31.0|-6632.5|94.0|45.1|3690.0|95.0|||||12.9|1.0|3.48||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
106.0||128.6||21.86|134.0|114.0||10530.0||9.48||2.0|3.08||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
4400.0|0.0|-4037.5|92.0|27.46||108.0||5155.0||232.0||4.0||2.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
||165.3||||-2650.0||208.5||9.38|245.00000000000003|75.0|2.65||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
83.0|||92.0||210.5|83.0|894.5|180.6|92.0|8.13||||0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|0.0|||-908.75|13255.000000000002|9300.0||||539.5|-390.0|7.0||0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
111.0|24.0|205.5|||219.3|-2475.0||215.9|95.0|||-100.0||1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
|22.0|6322.5|112.0||177.9||15.12|158.4|146.0||-212.5|4.0|115.0||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
153.0||235.6|74.0|40.05||37.0|19.37|-4257.5|103.0|766.0|15.4||||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
88.0||192.0||32.64|6380.0||1085.0|155.6|||-187.5|5.0|-50.74999999999999||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
131.0|1950.0||122.0|||||2620.0|-2350.0|||4.0|246.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
79.0|||97.0|||1200.0|17.9|256.7|83.0|11.55|6.0||40.5|3.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1
||235.5|||257.2|||2577.5|-2775.0|||4.0|3.11||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|0.0||100.0||204.9|1300.0|871.0000000000001||-2325.0||||2.57||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
54.0|39.0||143.0|35.17|-3195.0|7200.0|1086.0|-4980.0|120.0|8.96|9.2||248.0||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
4350.0|||65.0|44.85|103.4||8.79|-5202.5||-234.0|-212.5||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
96.0||4585.0||31.18|195.5|||18010.0|2325.0|810.0|-262.5|125.0|2.84||0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
|0.0||||194.1||16.5|231.5|2150.0|10.42||250.0|2.54||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1
||175.6||29.85|||||||9.3||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
130.0|-0.0|||41.23||||142.4||6.41|465.00000000000006||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
34.0|0.0||||3285.0|101.0||||-210.0|||133.5|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
139.0|0.0|138.1|103.0|587.0|164.5|100.0|13.98|134.9|||830.0000000000001|100.0|2.24|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
109.0|||6900.0|||120.0|648.25|197.4|86.0|8.88|||2.57||1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1
||-7057.5|||-3800.0||12.92||-2325.0|507.5|||3.24|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
3150.0|0.0||80.0|35.9|237.7||||5800.0|11.66|307.5|50.0|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
152.0||197.1||-837.75|-3252.5|||3905.0|||185.0|100.0|2.0|3.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
||205.3|9500.0||16670.0|6400.0|||2100.0|10.83|||||0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|||110.0|30.91|228.1|3075.0|||141.0|591.0|9.2||||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
-3000.0|0.0|||1071.0|150.2||638.5||2400.0|6.83||||2.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
||-4845.0|||118.9||-252.75|6795.0|3100.0||9.2|||0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
|0.0||135.0|39.3||74.0|-401.0|||9.31|12.3|100.0||1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-2525.0|1650.0||108.0||188.9||802.9999999999999||90.0|9.23||4.0|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0
32.0|2600.0|6667.5||45.34|232.3|107.0|493.75|212.8|98.0|479.0|16.3|4.0|220.00000000000003|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|36.0||||221.5|125.0|||-2225.0|4.68|11.9|6.0|3.21||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
151.0|||-2650.0||3607.500000000001|2175.0||4005.0||7.21||||0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
|0.0||99.0|||62.0|21.15|10565.0|-1975.0||11.2|75.0||3.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
119.0|0.0|8840.0|-2250.0|30.06||4050.0|19.1|204.6|3850.0|9.21|7.5|15.0|2.03||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
|0.0||||||1100.0|||298.0||3.0|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|||3350.0|||114.0|9.9|152.2|4550.0|||4.0|2.86||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
84.0||217.1|99.0||236.0|3400.0|||6000.0||||||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
65.0||4885.0|110.0|-830.5|-4530.0|109.0||178.5|105.0|8.03|445.0|4.0|240.0||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
|0.0||-1950.0|||111.0|27.8||||||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1
116.0|0.0|9475.0|2250.0|1611.0||||-5145.0||-231.5|13.1|2.0|||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
